-3.922613414962961564e-01,1.375310665623672435e-01,3.038763699496419557e-01,-1.292803244803475415e-01,2.139280084891743983e-01,3.144471981823470097e-01,-4.265339291399344868e-01
-5.230484960090927560e-01,-1.312567498182620751e-01,1.627885867788150254e-01,1.485034739162951478e-01,-2.331394229714580935e-01,2.209354765761508688e-01,-4.260819685052977812e-01
4.889963929439671841e-01,-4.467799341846607764e-01,-2.984828785804704010e-01,1.574725876402337521e-01,9.104002083351103725e-02,3.428010519642495924e-01,4.801354636348559857e-01
5.451449753653492269e-02,-3.625479448204151911e-01,-3.455322984327370284e-01,1.038387905360244057e-01,3.930406674645720022e-01,4.986927928528289700e-01,4.240628408915329550e-01
-4.494735704447846425e-01,2.684020976885880261e-01,3.338560888874665400e-01,2.171180041121939519e-01,4.325482391597575971e-01,5.974750490859215279e-02,-2.043333056500211964e-01
-5.798315033868139956e-02,-1.353497027157998245e-01,-2.988849835376576891e-01,1.003255025445785042e-01,-3.797514164213634524e-01,-1.343355060460194039e-02,1.990806048955668928e-01
-7.440572054774387267e-02,-2.713232739984594577e-01,-3.661773089245975304e-02,-5.187229291382974283e-01,2.343837386558288716e-01,-3.405285743013157784e-01,-2.823781885092935262e-02
1.610389630913690029e-01,7.246632730570712333e-02,-1.565999226378228526e-01,-3.008869811131684724e-01,-2.206815684459852850e-02,4.346224637305303728e-01,-3.689691159474295934e-01
-3.555437182492606762e-01,-3.615027401216427405e-01,3.463903578245257631e-01,4.835950822979411812e-01,1.421241631617677914e-01,1.483528567663096043e-01,-3.810041680001391984e-01,-5.058186541775466782e-01,-3.185991162075380023e-01
3.299347743739811101e-01,-3.664973371564472782e-02,-4.492700984020897570e-01,-4.834290714596776728e-01,7.439802459775490817e-02,1.085576061231381256e-01,-1.152573265440991201e-01,-4.474985700628035801e-01,-4.862176578591398401e-01
1.612598404962251875e-01,3.864535415544799735e-01,-5.981068426808040517e-01,-3.869642333023488590e-01,-9.869114595632288989e-02,-3.907848701873820607e-01,-2.116333169164988925e-01,-2.366377534445911479e-01,-1.194843546361674391e-01
