-4.452961965997276339e-01,-8.461303924996350923e-02,4.317230421424584907e-01,-2.934053056120871639e-01,2.927960980956568204e-01,-1.582915405143990595e-01,3.510258209323230960e-01
-3.415765837103921232e-01,1.393434796332239101e-01,-4.043982476547197669e-01,-1.688051365897123013e-01,-1.931089855016701051e-01,-3.925302998446372760e-01,-4.798662078279867238e-01
7.769704082269547618e-02,-1.212242813859132351e-01,3.941901233717628461e-01,3.560662365879070368e-01,-9.490457361631146616e-02,4.825410382609734428e-01,1.641908234122890220e-01
7.221603546037325128e-02,2.000040219023275778e-01,4.959027734652329267e-01,-4.033663897670128895e-01,-1.931727661426654308e-01,-4.614999248325791781e-01,-3.365051087150325859e-01
-4.042027674180017488e-02,4.352744292599921572e-01,3.054851023885658545e-01,2.358453471506710697e-01,-2.410528060425574937e-01,2.708503842533848682e-01,-4.192725580932167295e-01
-6.940624318789312408e-02,-4.478901749933561494e-02,-2.829273502270652774e-01,-3.507292032879474331e-01,-3.152965207422887550e-01,-2.817639323278759989e-01,-4.677133827777981701e-01
1.321491976097952659e-01,-1.813238695236826237e-01,3.378930603540081234e-01,-3.586862310409678622e-01,1.729570327477991665e-02,-3.909769775361447985e-01,3.022564051510532313e-01
-4.385399594168764015e-01,-1.691923981735134475e-01,1.038198061062983457e-01,-3.007454404060994069e-01,3.868819307008800057e-01,1.965342023988603248e-01,3.773450689408789915e-01
1.464472760313329791e-01,4.956205019238459353e-01,1.129551267656348085e-01,-1.641708928918743926e-01,-6.503184553510689137e-01,4.322202980129875860e-02,1.053385074461887644e-01,-3.310944403381468892e-01,4.385335550169844088e-05
-1.667685104143669106e-01,-3.431286665640163602e-01,-6.414654377597517332e-02,-1.742111323941450962e-01,3.145241862322061821e-01,1.319825885005160033e-04,-1.332313245461250739e-01,-1.693984807857484842e-01,2.979081367317597540e-01
-7.549285108161282731e-02,-6.432385780475713237e-03,4.811733020685802775e-01,1.752326367448921174e-01,-3.904553161661482030e-01,-1.250227100221566257e-04,-3.239223824330476620e-01,2.793309357385313496e-01,-1.985665799330927905e-01
