9.79e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
7.82e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
7.65e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
7.48e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
7.31e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
7.14e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.97e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.80e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.63e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.46e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.29e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.12e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.95e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.78e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.61e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.44e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.27e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.10e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
4.93e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
4.76e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
4.59e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
4.42e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
4.25e+20,1.68e+19,3.10e+20,3.00e+20,4.80e+19,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
7.50e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
7.32e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
7.14e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.96e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.78e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.60e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.42e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.24e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
6.06e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.88e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.70e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.52e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.34e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
5.16e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
4.98e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
4.80e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
4.62e+20,1.76e+19,3.10e+20,3.00e+20,1.02e+20,9.50e+19,0.000000000000000000e+00,0.000000000000000000e+00,1.00e+18
